refund_id,order_id,refund_amount,refund_ts,status
94,1267,49.99,2012-11-01 18:56:47+00:00,processed
95,1451,49.99,2012-11-02 14:46:50+00:00,processed
96,1445,49.99,2012-11-03 18:58:54+00:00,processed
97,1393,49.99,2012-11-04 06:41:25+00:00,processed
98,1351,49.99,2012-11-05 18:35:20+00:00,processed
99,1324,49.99,2012-11-06 16:47:45+00:00,processed
100,1480,49.99,2012-11-06 17:59:29+00:00,processed
101,1422,49.99,2012-11-07 10:23:24+00:00,processed
102,1368,49.99,2012-11-09 07:25:56+00:00,processed
103,1515,49.99,2012-11-11 02:57:29+00:00,processed
104,1468,49.99,2012-11-12 13:31:27+00:00,processed
105,1525,49.99,2012-11-13 04:28:08+00:00,processed
106,1547,49.99,2012-11-13 18:51:02+00:00,processed
107,1443,49.99,2012-11-14 01:09:00+00:00,processed
108,1559,49.99,2012-11-14 20:42:32+00:00,processed
109,1576,49.99,2012-11-15 03:18:16+00:00,processed
110,1552,49.99,2012-11-15 22:31:01+00:00,processed
111,1584,49.99,2012-11-17 16:07:01+00:00,processed
112,1483,49.99,2012-11-17 20:47:59+00:00,processed
113,1532,49.99,2012-11-18 11:31:16+00:00,processed
114,1544,49.99,2012-11-18 22:56:28+00:00,processed
115,1626,49.99,2012-11-19 17:29:51+00:00,processed
116,1638,49.99,2012-11-21 06:39:21+00:00,processed
117,1528,49.99,2012-11-21 18:20:39+00:00,processed
118,1653,49.99,2012-11-22 01:35:09+00:00,processed
119,1637,49.99,2012-11-25 21:13:28+00:00,processed
120,1756,49.99,2012-11-25 21:54:01+00:00,processed
121,1660,49.99,2012-11-26 03:35:40+00:00,processed
122,1646,49.99,2012-11-26 15:40:13+00:00,processed
123,1631,49.99,2012-11-26 23:13:16+00:00,processed
124,1617,49.99,2012-11-27 09:18:30+00:00,processed
125,1779,49.99,2012-11-27 09:36:25+00:00,processed
126,1848,49.99,2012-11-27 18:57:24+00:00,processed
127,1748,49.99,2012-11-27 19:18:26+00:00,processed
128,1815,49.99,2012-11-28 01:24:41+00:00,processed
129,1604,49.99,2012-11-28 12:23:54+00:00,processed
130,1908,49.99,2012-11-29 17:23:22+00:00,processed
131,1636,49.99,2012-11-30 10:45:33+00:00,processed
132,2064,49.99,2012-12-02 16:26:56+00:00,processed
133,2051,49.99,2012-12-02 20:46:16+00:00,processed
134,1988,49.99,2012-12-02 23:09:37+00:00,processed
135,1909,49.99,2012-12-03 00:54:53+00:00,processed
136,1905,49.99,2012-12-03 22:16:21+00:00,processed
137,1961,49.99,2012-12-03 22:45:33+00:00,processed
138,1918,49.99,2012-12-04 02:54:59+00:00,processed
139,1776,49.99,2012-12-04 15:16:20+00:00,processed
140,2028,49.99,2012-12-04 17:07:30+00:00,processed
141,1797,49.99,2012-12-05 13:29:12+00:00,processed
142,1915,49.99,2012-12-05 14:58:49+00:00,processed
143,1818,49.99,2012-12-05 21:25:47+00:00,processed
144,1947,49.99,2012-12-06 00:11:14+00:00,processed
145,1745,49.99,2012-12-08 09:35:07+00:00,processed
146,2050,49.99,2012-12-09 02:30:55+00:00,processed
147,2184,49.99,2012-12-11 09:41:38+00:00,processed
148,2098,49.99,2012-12-12 17:40:37+00:00,processed
149,2045,49.99,2012-12-13 18:49:37+00:00,processed
150,2241,49.99,2012-12-13 21:56:23+00:00,processed
151,2057,49.99,2012-12-14 00:26:51+00:00,processed
152,2165,49.99,2012-12-15 01:53:06+00:00,processed
153,2147,49.99,2012-12-15 18:15:51+00:00,processed
154,2341,49.99,2012-12-18 06:03:13+00:00,processed
155,2172,49.99,2012-12-18 10:33:26+00:00,processed
156,2244,49.99,2012-12-18 16:32:34+00:00,processed
157,2202,49.99,2012-12-19 10:27:35+00:00,processed
158,2365,49.99,2012-12-20 10:37:58+00:00,processed
159,2377,49.99,2012-12-21 23:38:22+00:00,processed
160,2415,49.99,2012-12-22 07:03:24+00:00,processed
161,2337,49.99,2012-12-23 12:55:13+00:00,processed
162,2249,49.99,2012-12-24 02:35:44+00:00,processed
163,2444,49.99,2012-12-26 16:24:38+00:00,processed
164,2445,49.99,2012-12-26 20:36:29+00:00,processed
165,2323,49.99,2012-12-26 21:48:11+00:00,processed
166,2398,49.99,2012-12-27 18:09:17+00:00,processed
167,2479,49.99,2012-12-28 15:07:54+00:00,processed
168,2446,49.99,2012-12-31 17:05:00+00:00,processed
169,2431,49.99,2012-12-31 22:19:36+00:00,processed
170,2426,49.99,2013-01-01 14:30:14+00:00,processed
171,2498,49.99,2013-01-04 00:06:45+00:00,processed
172,2489,49.99,2013-01-04 11:38:50+00:00,processed
173,2504,49.99,2013-01-05 17:00:37+00:00,processed
174,2492,49.99,2013-01-06 01:50:15+00:00,processed
175,2495,49.99,2013-01-06 07:42:52+00:00,processed
176,2549,49.99,2013-01-07 01:10:03+00:00,processed
177,2525,49.99,2013-01-07 17:47:46+00:00,processed
178,2619,49.99,2013-01-09 17:13:54+00:00,processed
179,2576,49.99,2013-01-10 20:07:54+00:00,processed
180,2711,49.99,2013-01-12 05:10:13+00:00,processed
181,2715,49.99,2013-01-15 12:24:45+00:00,processed
182,2621,49.99,2013-01-15 13:09:56+00:00,processed
183,2752,49.99,2013-01-17 04:44:14+00:00,processed
184,2660,49.99,2013-01-17 18:44:28+00:00,processed
185,2790,49.99,2013-01-19 22:51:37+00:00,processed
186,2755,49.99,2013-01-24 13:47:12+00:00,processed
187,2777,49.99,2013-01-27 04:11:13+00:00,processed
188,2789,49.99,2013-01-27 04:20:14+00:00,processed
189,2805,49.99,2013-01-28 08:17:35+00:00,processed
190,2846,59.99,2013-01-29 06:53:06+00:00,processed
191,2961,49.99,2013-02-01 19:47:16+00:00,processed
192,2833,49.99,2013-02-01 21:10:04+00:00,processed
193,2911,49.99,2013-02-02 14:05:43+00:00,processed
194,2978,49.99,2013-02-03 20:08:05+00:00,processed
195,2998,59.99,2013-02-06 16:47:17+00:00,processed
196,2906,49.99,2013-02-07 05:42:43+00:00,processed
197,2913,49.99,2013-02-07 20:48:37+00:00,processed
198,2958,49.99,2013-02-10 23:31:08+00:00,processed
199,3079,49.99,2013-02-12 00:01:58+00:00,processed
200,3014,49.99,2013-02-12 11:30:22+00:00,processed
201,3019,49.99,2013-02-12 13:57:44+00:00,processed
202,2999,49.99,2013-02-13 02:20:25+00:00,processed
203,3073,49.99,2013-02-14 01:34:01+00:00,processed
204,3048,49.99,2013-02-20 05:32:09+00:00,processed
205,3067,49.99,2013-02-20 05:50:45+00:00,processed
206,3284,59.99,2013-02-20 06:06:12+00:00,processed
207,3109,49.99,2013-02-22 05:03:31+00:00,processed
208,3297,49.99,2013-02-22 16:58:52+00:00,processed
209,3199,49.99,2013-02-26 16:19:54+00:00,processed
210,3118,49.99,2013-02-27 02:11:35+00:00,processed
211,3355,49.99,2013-02-27 15:03:31+00:00,processed
212,3178,49.99,2013-02-28 01:47:26+00:00,processed
213,3380,49.99,2013-02-28 03:34:35+00:00,processed
214,3306,49.99,2013-03-02 02:09:14+00:00,processed
215,3396,49.99,2013-03-02 02:13:15+00:00,processed
216,3313,49.99,2013-03-04 02:16:39+00:00,processed
217,3487,49.99,2013-03-05 03:49:45+00:00,processed
218,3373,49.99,2013-03-05 05:29:03+00:00,processed
219,3425,49.99,2013-03-05 09:12:30+00:00,processed
220,3400,49.99,2013-03-06 05:10:24+00:00,processed
221,3316,49.99,2013-03-06 07:46:28+00:00,processed
222,3452,49.99,2013-03-07 21:42:06+00:00,processed
223,3524,49.99,2013-03-08 12:47:00+00:00,processed
224,3517,49.99,2013-03-08 22:58:45+00:00,processed
225,3417,49.99,2013-03-10 19:23:47+00:00,processed
226,3499,59.99,2013-03-17 21:26:57+00:00,processed
227,3607,49.99,2013-03-19 07:16:03+00:00,processed
228,3573,49.99,2013-03-19 09:49:01+00:00,processed
229,3563,59.99,2013-03-20 07:28:22+00:00,processed
230,3585,49.99,2013-03-21 11:20:07+00:00,processed
231,3549,49.99,2013-03-22 13:12:35+00:00,processed
232,3633,49.99,2013-03-24 09:17:09+00:00,processed
233,3632,49.99,2013-03-26 03:39:53+00:00,processed
234,3806,49.99,2013-03-31 17:52:14+00:00,processed
235,3713,49.99,2013-04-02 12:23:05+00:00,processed
236,3769,49.99,2013-04-03 19:46:38+00:00,processed
237,3764,49.99,2013-04-04 08:41:53+00:00,processed
238,3807,49.99,2013-04-05 06:08:15+00:00,processed
239,3757,49.99,2013-04-06 17:10:41+00:00,processed
240,3814,49.99,2013-04-07 08:38:39+00:00,processed
241,3798,59.99,2013-04-08 12:42:14+00:00,processed
242,3856,49.99,2013-04-08 18:35:49+00:00,processed
243,3811,49.99,2013-04-10 04:56:35+00:00,processed
244,3953,49.99,2013-04-10 07:44:15+00:00,processed
245,3866,49.99,2013-04-12 07:36:08+00:00,processed
246,4033,49.99,2013-04-17 05:01:41+00:00,processed
247,3933,49.99,2013-04-17 14:45:43+00:00,processed
248,4114,49.99,2013-04-18 10:28:46+00:00,processed
249,4112,49.99,2013-04-19 02:21:21+00:00,processed
250,3989,49.99,2013-04-19 22:59:51+00:00,processed
251,4182,49.99,2013-04-20 02:52:26+00:00,processed
252,4045,49.99,2013-04-20 06:55:06+00:00,processed
253,4005,49.99,2013-04-20 13:19:04+00:00,processed
254,4001,49.99,2013-04-20 17:04:11+00:00,processed
255,4065,49.99,2013-04-21 09:43:18+00:00,processed
256,4037,49.99,2013-04-22 08:05:09+00:00,processed
257,3993,49.99,2013-04-23 12:58:36+00:00,processed
258,4222,49.99,2013-05-02 04:42:18+00:00,processed
259,4304,59.99,2013-05-03 15:55:59+00:00,processed
260,4396,49.99,2013-05-04 00:28:40+00:00,processed
261,4344,49.99,2013-05-04 18:05:01+00:00,processed
262,4257,49.99,2013-05-05 01:01:17+00:00,processed
263,4438,49.99,2013-05-07 02:38:13+00:00,processed
264,4420,49.99,2013-05-09 17:34:56+00:00,processed
265,4444,49.99,2013-05-10 03:35:19+00:00,processed
266,4507,49.99,2013-05-10 10:03:29+00:00,processed
267,4310,49.99,2013-05-11 00:13:48+00:00,processed
268,4494,49.99,2013-05-14 01:51:41+00:00,processed
269,4543,49.99,2013-05-15 17:04:53+00:00,processed
270,4590,49.99,2013-05-15 18:18:43+00:00,processed
271,4423,49.99,2013-05-16 07:19:17+00:00,processed
272,4696,49.99,2013-05-18 17:57:34+00:00,processed
273,4564,49.99,2013-05-18 20:00:46+00:00,processed
274,4610,49.99,2013-05-19 10:55:47+00:00,processed
275,4608,49.99,2013-05-19 20:13:46+00:00,processed
276,4576,49.99,2013-05-19 20:40:41+00:00,processed
277,4710,49.99,2013-05-20 13:06:03+00:00,processed
278,4611,49.99,2013-05-21 23:59:49+00:00,processed
279,4654,49.99,2013-05-23 14:00:59+00:00,processed
280,4620,49.99,2013-05-23 17:27:33+00:00,processed
281,4679,59.99,2013-05-26 23:35:50+00:00,processed
282,4793,49.99,2013-05-27 09:45:33+00:00,processed
283,4706,49.99,2013-05-27 21:46:08+00:00,processed
284,4726,49.99,2013-05-28 05:44:41+00:00,processed
285,4825,49.99,2013-05-28 10:43:47+00:00,processed
286,4680,49.99,2013-05-28 22:10:51+00:00,processed
287,4760,59.99,2013-05-29 00:40:58+00:00,processed
288,4758,49.99,2013-05-31 18:17:58+00:00,processed
289,4989,49.99,2013-06-03 23:06:28+00:00,processed
290,4915,49.99,2013-06-04 06:54:42+00:00,processed
291,4900,49.99,2013-06-04 14:12:08+00:00,processed
292,4807,49.99,2013-06-04 20:48:52+00:00,processed
293,4874,49.99,2013-06-07 10:18:55+00:00,processed
294,4879,49.99,2013-06-07 19:37:29+00:00,processed
295,5100,49.99,2013-06-08 21:55:16+00:00,processed
296,5095,49.99,2013-06-08 23:33:50+00:00,processed
297,5051,49.99,2013-06-09 03:43:51+00:00,processed
298,4993,49.99,2013-06-09 13:24:38+00:00,processed
299,4953,49.99,2013-06-09 17:42:50+00:00,processed
300,4907,49.99,2013-06-11 01:06:52+00:00,processed
301,5023,49.99,2013-06-11 03:12:17+00:00,processed
302,5134,49.99,2013-06-11 21:45:48+00:00,processed
303,4912,49.99,2013-06-13 12:18:21+00:00,processed
304,5007,59.99,2013-06-17 23:10:51+00:00,processed
305,5082,49.99,2013-06-18 06:57:22+00:00,processed
306,5257,59.99,2013-06-18 12:08:14+00:00,processed
307,5145,49.99,2013-06-18 21:43:45+00:00,processed
308,5128,49.99,2013-06-19 11:47:44+00:00,processed
309,5113,49.99,2013-06-19 14:16:20+00:00,processed
310,5168,49.99,2013-06-20 01:37:09+00:00,processed
311,5263,59.99,2013-06-20 03:04:51+00:00,processed
312,5124,49.99,2013-06-20 11:43:36+00:00,processed
313,5289,59.99,2013-06-21 03:48:07+00:00,processed
314,5108,49.99,2013-06-22 15:45:53+00:00,processed
315,5262,49.99,2013-06-24 02:44:05+00:00,processed
316,5333,49.99,2013-06-24 15:52:48+00:00,processed
317,5422,49.99,2013-06-27 04:27:32+00:00,processed
318,5284,49.99,2013-06-27 04:52:26+00:00,processed
319,5346,49.99,2013-06-27 14:13:03+00:00,processed
320,5261,49.99,2013-06-27 17:50:46+00:00,processed
321,5386,49.99,2013-06-28 06:53:36+00:00,processed
322,5239,59.99,2013-06-28 23:54:35+00:00,processed
323,5387,49.99,2013-07-01 03:30:09+00:00,processed
324,5531,49.99,2013-07-01 05:03:02+00:00,processed
325,5523,49.99,2013-07-01 09:39:51+00:00,processed
326,5518,49.99,2013-07-02 00:22:22+00:00,processed
327,5412,49.99,2013-07-03 10:54:35+00:00,processed
328,5565,49.99,2013-07-03 13:20:48+00:00,processed
329,5323,49.99,2013-07-03 13:41:28+00:00,processed
330,5390,49.99,2013-07-03 15:47:22+00:00,processed
331,5462,49.99,2013-07-03 18:05:11+00:00,processed
332,5408,49.99,2013-07-04 02:35:37+00:00,processed
333,5430,49.99,2013-07-05 01:53:10+00:00,processed
334,5474,49.99,2013-07-06 08:00:18+00:00,processed
335,5496,49.99,2013-07-07 02:47:17+00:00,processed
336,5569,49.99,2013-07-07 12:52:59+00:00,processed
337,5405,49.99,2013-07-07 14:19:04+00:00,processed
338,5586,49.99,2013-07-07 14:20:14+00:00,processed
339,5574,49.99,2013-07-08 03:47:14+00:00,processed
340,5616,49.99,2013-07-08 13:37:13+00:00,processed
341,5451,49.99,2013-07-09 04:00:26+00:00,processed
342,5635,49.99,2013-07-09 06:03:54+00:00,processed
343,5631,49.99,2013-07-11 08:00:23+00:00,processed
344,5663,49.99,2013-07-11 15:40:05+00:00,processed
345,5700,49.99,2013-07-12 07:03:01+00:00,processed
346,5712,49.99,2013-07-12 21:00:18+00:00,processed
347,5607,49.99,2013-07-13 09:03:42+00:00,processed
348,5576,49.99,2013-07-14 08:59:52+00:00,processed
349,5683,49.99,2013-07-14 13:17:21+00:00,processed
350,5746,49.99,2013-07-15 19:22:51+00:00,processed
351,5578,49.99,2013-07-16 07:11:22+00:00,processed
352,5843,49.99,2013-07-18 22:37:28+00:00,processed
353,5650,49.99,2013-07-21 01:03:30+00:00,processed
354,5696,49.99,2013-07-22 00:53:45+00:00,processed
355,5750,59.99,2013-07-22 13:38:00+00:00,processed
356,5906,49.99,2013-07-22 16:36:14+00:00,processed
357,5847,59.99,2013-07-23 00:18:57+00:00,processed
358,5863,49.99,2013-07-25 09:25:06+00:00,processed
359,5802,49.99,2013-07-25 12:16:05+00:00,processed
360,5855,49.99,2013-07-25 12:44:57+00:00,processed
361,5799,49.99,2013-07-26 07:06:30+00:00,processed
362,6031,49.99,2013-07-27 06:08:09+00:00,processed
363,5914,49.99,2013-07-27 23:29:03+00:00,processed
364,5865,49.99,2013-07-28 22:35:52+00:00,processed
365,5938,49.99,2013-07-29 14:16:47+00:00,processed
366,5946,49.99,2013-07-29 22:14:12+00:00,processed
367,6074,49.99,2013-07-31 17:11:21+00:00,processed
368,6047,49.99,2013-08-01 13:54:53+00:00,processed
369,6158,49.99,2013-08-02 14:28:00+00:00,processed
370,6054,49.99,2013-08-05 03:29:38+00:00,processed
371,5933,49.99,2013-08-05 06:30:01+00:00,processed
372,5993,59.99,2013-08-06 15:56:00+00:00,processed
373,6052,49.99,2013-08-06 23:05:29+00:00,processed
374,6139,49.99,2013-08-07 03:10:48+00:00,processed
375,6195,49.99,2013-08-07 17:43:55+00:00,processed
376,6075,49.99,2013-08-07 18:48:18+00:00,processed
377,6059,49.99,2013-08-08 01:45:45+00:00,processed
378,6008,49.99,2013-08-08 05:48:27+00:00,processed
379,6269,49.99,2013-08-09 02:05:49+00:00,processed
380,6110,49.99,2013-08-09 18:01:49+00:00,processed
381,6226,49.99,2013-08-11 08:49:18+00:00,processed
382,6247,49.99,2013-08-11 21:31:12+00:00,processed
383,6251,49.99,2013-08-12 11:23:39+00:00,processed
384,6324,49.99,2013-08-13 19:22:24+00:00,processed
385,6103,49.99,2013-08-13 19:29:10+00:00,processed
386,6173,49.99,2013-08-14 20:55:50+00:00,processed
387,6215,49.99,2013-08-16 18:07:02+00:00,processed
388,6244,49.99,2013-08-17 11:59:12+00:00,processed
389,6395,59.99,2013-08-18 14:43:24+00:00,processed
390,6387,49.99,2013-08-19 00:45:32+00:00,processed
391,6259,49.99,2013-08-19 06:11:14+00:00,processed
392,6273,49.99,2013-08-19 10:30:02+00:00,processed
393,6421,49.99,2013-08-19 20:05:36+00:00,processed
394,6302,49.99,2013-08-20 01:34:58+00:00,processed
395,6355,49.99,2013-08-23 11:30:59+00:00,processed
396,6432,49.99,2013-08-23 20:08:02+00:00,processed
397,6528,49.99,2013-08-25 14:35:51+00:00,processed
398,6465,49.99,2013-08-25 18:27:06+00:00,processed
399,6461,49.99,2013-08-26 18:26:33+00:00,processed
400,6634,49.99,2013-08-27 07:05:51+00:00,processed
401,6451,49.99,2013-08-29 04:21:52+00:00,processed
402,6526,49.99,2013-08-29 12:26:24+00:00,processed
403,6504,49.99,2013-09-01 04:47:41+00:00,processed
404,6589,49.99,2013-09-02 21:26:40+00:00,processed
405,6627,49.99,2013-09-03 11:29:38+00:00,processed
406,6758,49.99,2013-09-07 08:56:46+00:00,processed
407,6721,49.99,2013-09-08 06:13:39+00:00,processed
408,6805,49.99,2013-09-10 12:36:17+00:00,processed
409,6743,49.99,2013-09-11 03:49:15+00:00,processed
410,6882,49.99,2013-09-11 23:05:44+00:00,processed
411,6899,49.99,2013-09-12 02:42:44+00:00,processed
412,6943,49.99,2013-09-13 18:33:40+00:00,processed
413,6750,49.99,2013-09-14 01:52:27+00:00,processed
414,6940,49.99,2013-09-16 20:39:05+00:00,processed
415,6825,49.99,2013-09-16 22:24:02+00:00,processed
416,6865,49.99,2013-09-17 16:28:33+00:00,processed
417,7009,49.99,2013-09-17 20:47:53+00:00,processed
418,6991,49.99,2013-09-18 13:29:48+00:00,processed
419,7035,49.99,2013-09-19 18:39:21+00:00,processed
420,6947,49.99,2013-09-20 14:30:00+00:00,processed
421,6952,49.99,2013-09-21 22:18:54+00:00,processed
422,6981,49.99,2013-09-22 23:10:26+00:00,processed
423,6999,49.99,2013-09-23 03:03:26+00:00,processed
424,7154,49.99,2013-09-25 05:22:44+00:00,processed
425,7250,49.99,2013-09-26 20:43:33+00:00,processed
426,7077,49.99,2013-09-30 01:36:47+00:00,processed
427,7230,49.99,2013-10-02 03:32:38+00:00,processed
428,7351,59.99,2013-10-02 19:43:28+00:00,processed
429,7164,49.99,2013-10-04 22:30:49+00:00,processed
430,7192,49.99,2013-10-04 23:06:47+00:00,processed
431,7473,49.99,2013-10-06 04:31:09+00:00,processed
432,7503,49.99,2013-10-06 22:07:18+00:00,processed
433,7259,49.99,2013-10-07 04:37:59+00:00,processed
434,7320,49.99,2013-10-08 21:41:55+00:00,processed
435,7306,49.99,2013-10-09 13:13:03+00:00,processed
436,7522,49.99,2013-10-11 05:30:26+00:00,processed
437,7567,59.99,2013-10-14 23:30:49+00:00,processed
438,7493,49.99,2013-10-15 00:17:55+00:00,processed
439,7718,49.99,2013-10-19 11:41:39+00:00,processed
440,7713,49.99,2013-10-21 16:51:00+00:00,processed
441,7616,49.99,2013-10-22 18:03:52+00:00,processed
442,7863,49.99,2013-10-23 14:51:12+00:00,processed
443,7582,49.99,2013-10-24 09:28:08+00:00,processed
444,7647,49.99,2013-10-26 06:25:27+00:00,processed
445,7984,49.99,2013-10-28 10:54:43+00:00,processed
446,7821,49.99,2013-11-01 16:52:37+00:00,processed
447,7851,59.99,2013-11-01 17:19:22+00:00,processed
448,7916,49.99,2013-11-02 10:20:43+00:00,processed
449,8069,49.99,2013-11-03 19:47:48+00:00,processed
450,8128,49.99,2013-11-05 16:01:03+00:00,processed
451,8011,49.99,2013-11-06 18:24:04+00:00,processed
452,7910,49.99,2013-11-07 05:48:28+00:00,processed
453,8019,49.99,2013-11-07 06:57:27+00:00,processed
454,8232,49.99,2013-11-13 22:31:23+00:00,processed
455,8248,49.99,2013-11-15 02:25:42+00:00,processed
456,8481,49.99,2013-11-22 09:14:27+00:00,processed
457,8472,49.99,2013-11-22 13:33:32+00:00,processed
458,8527,49.99,2013-11-24 09:50:09+00:00,processed
459,8319,59.99,2013-11-25 15:12:45+00:00,processed
460,8604,49.99,2013-11-25 19:05:47+00:00,processed
461,8586,49.99,2013-11-27 07:35:46+00:00,processed
462,8551,49.99,2013-11-27 18:59:37+00:00,processed
463,8647,59.99,2013-11-28 01:44:23+00:00,processed
464,8722,49.99,2013-12-01 08:03:06+00:00,processed
465,8674,49.99,2013-12-01 17:57:55+00:00,processed
466,8671,49.99,2013-12-02 04:41:59+00:00,processed
467,8979,49.99,2013-12-03 05:30:10+00:00,processed
468,8678,49.99,2013-12-03 14:51:20+00:00,processed
469,8843,49.99,2013-12-04 14:42:53+00:00,processed
470,8622,59.99,2013-12-05 09:22:26+00:00,processed
471,9010,49.99,2013-12-06 19:16:18+00:00,processed
472,8789,49.99,2013-12-07 04:38:55+00:00,processed
473,8770,49.99,2013-12-07 11:04:48+00:00,processed
474,8867,49.99,2013-12-08 07:14:09+00:00,processed
475,8896,59.99,2013-12-08 07:28:06+00:00,processed
476,8887,49.99,2013-12-09 20:11:48+00:00,processed
477,8861,49.99,2013-12-10 01:44:03+00:00,processed
478,8906,49.99,2013-12-10 11:08:49+00:00,processed
479,8925,49.99,2013-12-10 15:51:57+00:00,processed
480,8996,49.99,2013-12-10 20:42:50+00:00,processed
481,9103,59.99,2013-12-11 03:20:46+00:00,processed
482,8920,49.99,2013-12-11 13:27:19+00:00,processed
483,9297,49.99,2013-12-12 13:14:50+00:00,processed
