customer_id,acquired_at,acquisition_channel,region
72,2012-03-19 16:20:19+00:00,Google,unknown
73,2012-03-19 16:32:16+00:00,Google,unknown
74,2012-03-19 16:38:30+00:00,Google,unknown
75,2012-03-19 16:39:59+00:00,Google,unknown
76,2012-03-19 16:47:52+00:00,Google,unknown
77,2012-03-19 16:55:37+00:00,Google,unknown
78,2012-03-19 16:56:43+00:00,Google,unknown
79,2012-03-19 16:59:12+00:00,Google,unknown
80,2012-03-19 17:02:42+00:00,Google,unknown
81,2012-03-19 17:05:02+00:00,Google,unknown
82,2012-03-19 17:06:31+00:00,Google,unknown
83,2012-03-19 17:08:45+00:00,Google,unknown
84,2012-03-19 17:20:04+00:00,Google,unknown
85,2012-03-19 17:23:41+00:00,Google,unknown
86,2012-03-19 17:39:03+00:00,Google,unknown
87,2012-03-19 17:43:37+00:00,Google,unknown
88,2012-03-19 17:49:08+00:00,Google,unknown
89,2012-03-19 17:56:53+00:00,Google,unknown
90,2012-03-19 17:58:38+00:00,Google,unknown
91,2012-03-19 18:06:16+00:00,Google,unknown
92,2012-03-19 18:07:02+00:00,Google,unknown
93,2012-03-19 18:08:27+00:00,Google,unknown
94,2012-03-19 18:09:58+00:00,Google,unknown
95,2012-03-19 18:11:39+00:00,Google,unknown
96,2012-03-19 18:20:34+00:00,Google,unknown
97,2012-03-19 18:29:05+00:00,Google,unknown
98,2012-03-19 18:31:53+00:00,Google,unknown
99,2012-03-19 18:40:42+00:00,Google,unknown
100,2012-03-19 18:53:45+00:00,Google,unknown
101,2012-03-19 18:59:38+00:00,Google,unknown
102,2012-03-19 19:01:33+00:00,Google,unknown
103,2012-03-19 19:11:54+00:00,Google,unknown
104,2012-03-19 19:14:04+00:00,Google,unknown
105,2012-03-19 19:28:17+00:00,Google,unknown
106,2012-03-19 19:30:25+00:00,Google,unknown
107,2012-03-19 19:34:54+00:00,Google,unknown
108,2012-03-19 19:37:11+00:00,Google,unknown
109,2012-03-19 19:39:36+00:00,Google,unknown
110,2012-03-19 19:48:14+00:00,Google,unknown
111,2012-03-19 20:02:14+00:00,Google,unknown
112,2012-03-19 20:08:20+00:00,Google,unknown
113,2012-03-19 20:10:52+00:00,Google,unknown
114,2012-03-19 20:23:35+00:00,Google,unknown
115,2012-03-19 20:25:21+00:00,Google,unknown
116,2012-03-19 20:29:39+00:00,Google,unknown
117,2012-03-19 20:58:37+00:00,Google,unknown
118,2012-03-19 21:01:15+00:00,Google,unknown
119,2012-03-19 21:22:09+00:00,Google,unknown
120,2012-03-19 21:30:49+00:00,Google,unknown
121,2012-03-19 21:32:08+00:00,Google,unknown
122,2012-03-19 21:41:17+00:00,Google,unknown
123,2012-03-19 22:00:05+00:00,Google,unknown
124,2012-03-19 22:09:49+00:00,Google,unknown
125,2012-03-19 22:18:00+00:00,Google,unknown
126,2012-03-19 22:19:11+00:00,Google,unknown
127,2012-03-19 22:22:24+00:00,Google,unknown
128,2012-03-19 22:24:02+00:00,Google,unknown
129,2012-03-19 22:31:05+00:00,Google,unknown
130,2012-03-19 22:31:36+00:00,Google,unknown
131,2012-03-19 23:28:33+00:00,Google,unknown
132,2012-03-19 23:41:36+00:00,Google,unknown
133,2012-03-19 23:44:23+00:00,Google,unknown
134,2012-03-19 23:45:14+00:00,Google,unknown
135,2012-03-19 23:52:18+00:00,Google,unknown
136,2012-03-19 23:54:44+00:00,Google,unknown
137,2012-03-19 23:55:20+00:00,Google,unknown
138,2012-03-20 00:22:20+00:00,Google,unknown
139,2012-03-20 01:12:11+00:00,Google,unknown
140,2012-03-20 01:28:23+00:00,Google,unknown
141,2012-03-20 01:32:34+00:00,Google,unknown
142,2012-03-20 01:35:47+00:00,Google,unknown
143,2012-03-20 02:12:02+00:00,Google,unknown
144,2012-03-20 02:40:42+00:00,Google,unknown
145,2012-03-20 03:30:54+00:00,Google,unknown
146,2012-03-20 05:35:30+00:00,Google,unknown
147,2012-03-20 06:21:56+00:00,Google,unknown
148,2012-03-20 07:18:18+00:00,Google,unknown
149,2012-03-20 07:42:52+00:00,Google,unknown
150,2012-03-20 08:09:54+00:00,Google,unknown
151,2012-03-20 08:19:02+00:00,Google,unknown
152,2012-03-20 08:19:22+00:00,Google,unknown
153,2012-03-20 08:28:03+00:00,Google,unknown
154,2012-03-20 08:30:10+00:00,Google,unknown
155,2012-03-20 08:38:28+00:00,Google,unknown
156,2012-03-20 08:59:58+00:00,Google,unknown
157,2012-03-20 09:00:16+00:00,Google,unknown
158,2012-03-20 09:02:11+00:00,Google,unknown
159,2012-03-20 09:09:26+00:00,Google,unknown
160,2012-03-20 09:23:55+00:00,Google,unknown
161,2012-03-20 09:30:07+00:00,Google,unknown
162,2012-03-20 09:40:56+00:00,Google,unknown
163,2012-03-20 10:09:03+00:00,Google,unknown
164,2012-03-20 10:12:30+00:00,Google,unknown
165,2012-03-20 10:16:01+00:00,Google,unknown
166,2012-03-20 10:22:17+00:00,Google,unknown
167,2012-03-20 10:26:00+00:00,Google,unknown
168,2012-03-20 10:34:01+00:00,Google,unknown
169,2012-03-20 10:37:57+00:00,Google,unknown
170,2012-03-20 10:41:41+00:00,Google,unknown
171,2012-03-20 10:44:23+00:00,Google,unknown
172,2012-03-20 10:48:42+00:00,Google,unknown
173,2012-03-20 10:53:28+00:00,Google,unknown
174,2012-03-20 10:59:23+00:00,Google,unknown
175,2012-03-20 11:12:46+00:00,Google,unknown
176,2012-03-20 11:15:05+00:00,Google,unknown
177,2012-03-20 11:15:15+00:00,Google,unknown
178,2012-03-20 11:29:00+00:00,Google,unknown
179,2012-03-20 11:31:03+00:00,Google,unknown
180,2012-03-20 11:35:18+00:00,Google,unknown
181,2012-03-20 11:37:53+00:00,Google,unknown
182,2012-03-20 11:54:25+00:00,Google,unknown
183,2012-03-20 11:55:12+00:00,Google,unknown
184,2012-03-20 12:00:45+00:00,Google,unknown
185,2012-03-20 12:04:21+00:00,Google,unknown
186,2012-03-20 12:06:58+00:00,Google,unknown
187,2012-03-20 12:09:05+00:00,Google,unknown
188,2012-03-20 12:09:14+00:00,Google,unknown
189,2012-03-20 12:17:45+00:00,Google,unknown
190,2012-03-20 12:21:14+00:00,Google,unknown
191,2012-03-20 12:21:24+00:00,Google,unknown
192,2012-03-20 12:24:50+00:00,Google,unknown
193,2012-03-20 12:26:29+00:00,Google,unknown
194,2012-03-20 12:28:32+00:00,Google,unknown
195,2012-03-20 12:39:07+00:00,Google,unknown
196,2012-03-20 12:42:51+00:00,Google,unknown
197,2012-03-20 12:48:08+00:00,Google,unknown
198,2012-03-20 12:51:01+00:00,Google,unknown
199,2012-03-20 13:12:04+00:00,Google,unknown
200,2012-03-20 13:15:35+00:00,Google,unknown
201,2012-03-20 13:30:48+00:00,Google,unknown
202,2012-03-20 13:32:15+00:00,Google,unknown
203,2012-03-20 13:45:10+00:00,Google,unknown
204,2012-03-20 13:47:15+00:00,Google,unknown
205,2012-03-20 13:48:36+00:00,Google,unknown
206,2012-03-20 13:49:16+00:00,Google,unknown
207,2012-03-20 13:58:38+00:00,Google,unknown
208,2012-03-20 14:03:04+00:00,Google,unknown
209,2012-03-20 14:09:31+00:00,Google,unknown
210,2012-03-20 14:13:57+00:00,Google,unknown
211,2012-03-20 14:22:06+00:00,Google,unknown
212,2012-03-20 14:33:41+00:00,Google,unknown
213,2012-03-20 14:36:16+00:00,Google,unknown
214,2012-03-20 14:41:07+00:00,Google,unknown
215,2012-03-20 14:42:35+00:00,Google,unknown
216,2012-03-20 14:42:56+00:00,Google,unknown
217,2012-03-20 14:43:30+00:00,Google,unknown
218,2012-03-20 14:52:07+00:00,Google,unknown
219,2012-03-20 14:54:17+00:00,Google,unknown
220,2012-03-20 15:10:28+00:00,Google,unknown
221,2012-03-20 15:24:21+00:00,Google,unknown
222,2012-03-20 15:25:38+00:00,Google,unknown
223,2012-03-20 15:25:41+00:00,Google,unknown
224,2012-03-20 15:30:55+00:00,Google,unknown
225,2012-03-20 15:35:04+00:00,Google,unknown
226,2012-03-20 15:37:17+00:00,Google,unknown
227,2012-03-20 15:38:07+00:00,Google,unknown
228,2012-03-20 15:40:02+00:00,Google,unknown
229,2012-03-20 15:40:29+00:00,Google,unknown
230,2012-03-20 15:41:52+00:00,Google,unknown
231,2012-03-20 15:46:40+00:00,Google,unknown
232,2012-03-20 15:54:22+00:00,Google,unknown
233,2012-03-20 16:04:32+00:00,Google,unknown
234,2012-03-20 16:06:32+00:00,Google,unknown
235,2012-03-20 16:07:59+00:00,Google,unknown
236,2012-03-20 16:17:19+00:00,Google,unknown
237,2012-03-20 16:19:26+00:00,Google,unknown
238,2012-03-20 16:21:53+00:00,Google,unknown
239,2012-03-20 16:38:04+00:00,Google,unknown
240,2012-03-20 16:39:45+00:00,Google,unknown
241,2012-03-20 16:46:01+00:00,Google,unknown
242,2012-03-20 16:47:02+00:00,Google,unknown
243,2012-03-20 16:55:31+00:00,Google,unknown
244,2012-03-20 17:12:39+00:00,Google,unknown
245,2012-03-20 17:17:09+00:00,Google,unknown
246,2012-03-20 17:17:58+00:00,Google,unknown
247,2012-03-20 17:51:31+00:00,Google,unknown
248,2012-03-20 17:55:13+00:00,Google,unknown
249,2012-03-20 18:05:37+00:00,Google,unknown
250,2012-03-20 18:07:26+00:00,Google,unknown
251,2012-03-20 18:11:14+00:00,Google,unknown
252,2012-03-20 18:15:48+00:00,Google,unknown
253,2012-03-20 18:22:01+00:00,Google,unknown
254,2012-03-20 18:29:20+00:00,Google,unknown
255,2012-03-20 18:39:29+00:00,Google,unknown
256,2012-03-20 18:39:39+00:00,Google,unknown
257,2012-03-20 18:51:03+00:00,Google,unknown
258,2012-03-20 18:54:14+00:00,Google,unknown
259,2012-03-20 18:56:27+00:00,Google,unknown
260,2012-03-20 19:26:01+00:00,Google,unknown
261,2012-03-20 19:29:45+00:00,Google,unknown
262,2012-03-20 19:30:41+00:00,Google,unknown
263,2012-03-20 19:44:50+00:00,Google,unknown
264,2012-03-20 19:46:49+00:00,Google,unknown
265,2012-03-20 19:47:23+00:00,Google,unknown
266,2012-03-20 19:56:00+00:00,Google,unknown
267,2012-03-20 19:58:41+00:00,Google,unknown
268,2012-03-20 20:06:39+00:00,Google,unknown
269,2012-03-20 20:08:27+00:00,Google,unknown
270,2012-03-20 20:16:26+00:00,Google,unknown
271,2012-03-20 20:16:38+00:00,Google,unknown
272,2012-03-20 20:30:41+00:00,Google,unknown
273,2012-03-20 20:36:12+00:00,Google,unknown
274,2012-03-20 20:38:48+00:00,Google,unknown
275,2012-03-20 20:41:53+00:00,Google,unknown
276,2012-03-20 20:42:00+00:00,Google,unknown
277,2012-03-20 20:42:09+00:00,Google,unknown
278,2012-03-20 21:01:34+00:00,Google,unknown
279,2012-03-20 21:03:49+00:00,Google,unknown
280,2012-03-20 21:05:15+00:00,Google,unknown
281,2012-03-20 21:11:48+00:00,Google,unknown
282,2012-03-20 21:24:43+00:00,Google,unknown
283,2012-03-20 21:26:18+00:00,Google,unknown
284,2012-03-20 22:05:47+00:00,Google,unknown
285,2012-03-20 22:06:52+00:00,Google,unknown
286,2012-03-20 22:10:54+00:00,Google,unknown
287,2012-03-20 22:13:08+00:00,Google,unknown
288,2012-03-20 22:13:45+00:00,Google,unknown
289,2012-03-20 22:16:17+00:00,Google,unknown
290,2012-03-20 22:34:57+00:00,Google,unknown
291,2012-03-20 22:35:15+00:00,Google,unknown
292,2012-03-20 22:52:38+00:00,Google,unknown
293,2012-03-20 23:02:02+00:00,Google,unknown
294,2012-03-20 23:17:59+00:00,Google,unknown
295,2012-03-20 23:23:40+00:00,Google,unknown
296,2012-03-20 23:39:47+00:00,Google,unknown
297,2012-03-20 23:47:04+00:00,Google,unknown
298,2012-03-20 23:48:57+00:00,Google,unknown
299,2012-03-21 00:14:36+00:00,Google,unknown
300,2012-03-21 00:34:13+00:00,Google,unknown
301,2012-03-21 00:47:33+00:00,Google,unknown
302,2012-03-21 01:02:44+00:00,Google,unknown
303,2012-03-21 01:44:48+00:00,Google,unknown
304,2012-03-21 02:16:10+00:00,Google,unknown
305,2012-03-21 02:22:16+00:00,Google,unknown
306,2012-03-21 02:55:51+00:00,Google,unknown
307,2012-03-21 03:12:20+00:00,Google,unknown
308,2012-03-21 03:12:45+00:00,Google,unknown
309,2012-03-21 03:27:16+00:00,Google,unknown
310,2012-03-21 03:48:00+00:00,Google,unknown
311,2012-03-21 04:03:19+00:00,Google,unknown
312,2012-03-21 04:27:56+00:00,Google,unknown
313,2012-03-21 04:28:31+00:00,Google,unknown
314,2012-03-21 05:26:17+00:00,Google,unknown
315,2012-03-21 05:49:04+00:00,Google,unknown
316,2012-03-21 06:12:02+00:00,Google,unknown
317,2012-03-21 06:30:14+00:00,Google,unknown
318,2012-03-21 06:42:14+00:00,Google,unknown
319,2012-03-21 06:45:06+00:00,Google,unknown
320,2012-03-21 06:53:16+00:00,Google,unknown
321,2012-03-21 07:11:43+00:00,Google,unknown
322,2012-03-21 07:25:39+00:00,Google,unknown
323,2012-03-21 07:27:31+00:00,Google,unknown
324,2012-03-21 07:33:32+00:00,Google,unknown
325,2012-03-21 07:37:52+00:00,Google,unknown
326,2012-03-21 07:50:28+00:00,Google,unknown
327,2012-03-21 07:58:18+00:00,Google,unknown
328,2012-03-21 07:59:11+00:00,Google,unknown
329,2012-03-21 08:04:39+00:00,Google,unknown
330,2012-03-21 08:17:16+00:00,Google,unknown
331,2012-03-21 08:23:19+00:00,Google,unknown
332,2012-03-21 08:29:38+00:00,Google,unknown
333,2012-03-21 08:35:42+00:00,Google,unknown
334,2012-03-21 08:44:16+00:00,Google,unknown
335,2012-03-21 08:51:40+00:00,Google,unknown
336,2012-03-21 08:56:05+00:00,Google,unknown
337,2012-03-21 09:08:16+00:00,Google,unknown
338,2012-03-21 09:09:33+00:00,Google,unknown
339,2012-03-21 09:14:54+00:00,Google,unknown
340,2012-03-21 09:15:26+00:00,Google,unknown
341,2012-03-21 09:24:52+00:00,Google,unknown
342,2012-03-21 09:28:07+00:00,Google,unknown
343,2012-03-21 09:29:40+00:00,Google,unknown
344,2012-03-21 09:34:23+00:00,Google,unknown
345,2012-03-21 09:42:19+00:00,Google,unknown
346,2012-03-21 09:55:03+00:00,Google,unknown
347,2012-03-21 10:02:11+00:00,Google,unknown
348,2012-03-21 10:02:28+00:00,Google,unknown
349,2012-03-21 10:02:59+00:00,Google,unknown
350,2012-03-21 10:07:35+00:00,Google,unknown
351,2012-03-21 10:08:38+00:00,Google,unknown
352,2012-03-21 10:13:36+00:00,Google,unknown
353,2012-03-21 10:15:51+00:00,Google,unknown
354,2012-03-21 10:16:52+00:00,Google,unknown
355,2012-03-21 10:17:54+00:00,Google,unknown
356,2012-03-21 10:23:42+00:00,Google,unknown
357,2012-03-21 10:27:07+00:00,Google,unknown
358,2012-03-21 10:30:07+00:00,Google,unknown
359,2012-03-21 10:37:22+00:00,Google,unknown
360,2012-03-21 10:42:30+00:00,Google,unknown
361,2012-03-21 10:53:57+00:00,Google,unknown
362,2012-03-21 10:58:57+00:00,Google,unknown
363,2012-03-21 11:03:00+00:00,Google,unknown
364,2012-03-21 11:10:12+00:00,Google,unknown
365,2012-03-21 11:11:14+00:00,Google,unknown
366,2012-03-21 11:11:56+00:00,Google,unknown
367,2012-03-21 11:17:41+00:00,Google,unknown
368,2012-03-21 11:23:31+00:00,Google,unknown
369,2012-03-21 11:29:58+00:00,Google,unknown
370,2012-03-21 11:34:30+00:00,Google,unknown
371,2012-03-21 11:36:38+00:00,Google,unknown
372,2012-03-21 11:38:51+00:00,Google,unknown
373,2012-03-21 11:43:54+00:00,Google,unknown
374,2012-03-21 11:45:46+00:00,Google,unknown
375,2012-03-21 11:46:13+00:00,Google,unknown
376,2012-03-21 12:00:29+00:00,Google,unknown
377,2012-03-21 12:03:50+00:00,Google,unknown
378,2012-03-21 12:08:18+00:00,Google,unknown
379,2012-03-21 12:11:01+00:00,Google,unknown
380,2012-03-21 12:18:53+00:00,Google,unknown
381,2012-03-21 12:25:40+00:00,Google,unknown
382,2012-03-21 12:26:36+00:00,Google,unknown
383,2012-03-21 12:34:06+00:00,Google,unknown
384,2012-03-21 12:42:29+00:00,Google,unknown
385,2012-03-21 12:55:20+00:00,Google,unknown
386,2012-03-21 13:01:56+00:00,Google,unknown
387,2012-03-21 13:12:56+00:00,Google,unknown
388,2012-03-21 13:27:08+00:00,Google,unknown
389,2012-03-21 13:40:13+00:00,Google,unknown
390,2012-03-21 13:45:59+00:00,Google,unknown
391,2012-03-21 13:47:26+00:00,Google,unknown
392,2012-03-21 13:50:57+00:00,Google,unknown
393,2012-03-21 13:53:06+00:00,Google,unknown
394,2012-03-21 13:54:34+00:00,Google,unknown
395,2012-03-21 13:55:23+00:00,Google,unknown
396,2012-03-21 13:55:42+00:00,Google,unknown
397,2012-03-21 13:59:02+00:00,Google,unknown
398,2012-03-21 14:00:43+00:00,Google,unknown
399,2012-03-21 14:03:06+00:00,Google,unknown
400,2012-03-21 14:04:55+00:00,Google,unknown
401,2012-03-21 14:18:57+00:00,Google,unknown
402,2012-03-21 14:27:53+00:00,Google,unknown
403,2012-03-21 14:30:42+00:00,Google,unknown
404,2012-03-21 14:33:23+00:00,Google,unknown
405,2012-03-21 14:34:48+00:00,Google,unknown
406,2012-03-21 14:45:11+00:00,Google,unknown
407,2012-03-21 14:54:54+00:00,Google,unknown
408,2012-03-21 15:01:10+00:00,Google,unknown
409,2012-03-21 15:06:07+00:00,Google,unknown
410,2012-03-21 15:10:48+00:00,Google,unknown
411,2012-03-21 15:12:36+00:00,Google,unknown
412,2012-03-21 15:21:32+00:00,Google,unknown
413,2012-03-21 15:25:32+00:00,Google,unknown
414,2012-03-21 15:27:38+00:00,Google,unknown
415,2012-03-21 15:28:11+00:00,Google,unknown
416,2012-03-21 15:30:50+00:00,Google,unknown
417,2012-03-21 15:30:59+00:00,Google,unknown
418,2012-03-21 15:34:22+00:00,Google,unknown
419,2012-03-21 15:35:18+00:00,Google,unknown
420,2012-03-21 15:50:20+00:00,Google,unknown
421,2012-03-21 15:54:11+00:00,Google,unknown
422,2012-03-21 16:03:10+00:00,Google,unknown
423,2012-03-21 16:03:32+00:00,Google,unknown
424,2012-03-21 16:17:35+00:00,Google,unknown
425,2012-03-21 16:17:37+00:00,Google,unknown
426,2012-03-21 16:18:44+00:00,Google,unknown
427,2012-03-21 16:23:29+00:00,Google,unknown
428,2012-03-21 16:23:54+00:00,Google,unknown
429,2012-03-21 16:27:53+00:00,Google,unknown
430,2012-03-21 16:29:09+00:00,Google,unknown
431,2012-03-21 16:40:09+00:00,Google,unknown
432,2012-03-21 16:40:44+00:00,Google,unknown
433,2012-03-21 16:50:15+00:00,Google,unknown
434,2012-03-21 16:51:07+00:00,Google,unknown
435,2012-03-21 16:55:07+00:00,Google,unknown
436,2012-03-21 17:01:36+00:00,Google,unknown
437,2012-03-21 17:02:33+00:00,Google,unknown
438,2012-03-21 17:02:40+00:00,Google,unknown
439,2012-03-21 17:07:05+00:00,Google,unknown
440,2012-03-21 17:21:32+00:00,Google,unknown
441,2012-03-21 17:24:36+00:00,Google,unknown
442,2012-03-21 17:26:56+00:00,Google,unknown
443,2012-03-21 17:29:12+00:00,Google,unknown
444,2012-03-21 17:31:05+00:00,Google,unknown
445,2012-03-21 17:33:26+00:00,Google,unknown
446,2012-03-21 17:46:05+00:00,Google,unknown
447,2012-03-21 17:48:21+00:00,Google,unknown
448,2012-03-21 18:00:23+00:00,Google,unknown
449,2012-03-21 18:00:54+00:00,Google,unknown
450,2012-03-21 18:14:01+00:00,Google,unknown
451,2012-03-21 18:15:07+00:00,Google,unknown
452,2012-03-21 18:15:19+00:00,Google,unknown
453,2012-03-21 18:18:18+00:00,Google,unknown
454,2012-03-21 18:20:18+00:00,Google,unknown
455,2012-03-21 18:30:35+00:00,Google,unknown
456,2012-03-21 18:44:08+00:00,Google,unknown
457,2012-03-21 18:45:29+00:00,Google,unknown
458,2012-03-21 18:50:32+00:00,Google,unknown
459,2012-03-21 18:53:45+00:00,Google,unknown
460,2012-03-21 19:08:09+00:00,Google,unknown
461,2012-03-21 19:12:35+00:00,Google,unknown
462,2012-03-21 19:48:12+00:00,Google,unknown
463,2012-03-21 19:51:46+00:00,Google,unknown
464,2012-03-21 19:53:25+00:00,Google,unknown
465,2012-03-21 20:08:13+00:00,Google,unknown
466,2012-03-21 20:18:20+00:00,Google,unknown
467,2012-03-21 20:23:28+00:00,Google,unknown
468,2012-03-21 20:33:29+00:00,Google,unknown
469,2012-03-21 20:36:59+00:00,Google,unknown
470,2012-03-21 20:40:09+00:00,Google,unknown
471,2012-03-21 20:40:57+00:00,Google,unknown
472,2012-03-21 20:41:45+00:00,Google,unknown
473,2012-03-21 20:42:19+00:00,Google,unknown
474,2012-03-21 20:49:59+00:00,Google,unknown
475,2012-03-21 20:56:32+00:00,Google,unknown
476,2012-03-21 21:01:57+00:00,Google,unknown
477,2012-03-21 21:02:22+00:00,Google,unknown
478,2012-03-21 21:15:58+00:00,Google,unknown
479,2012-03-21 21:25:25+00:00,Google,unknown
480,2012-03-21 21:25:58+00:00,Google,unknown
481,2012-03-21 21:26:03+00:00,Google,unknown
482,2012-03-21 21:27:17+00:00,Google,unknown
483,2012-03-21 22:06:19+00:00,Google,unknown
484,2012-03-21 22:19:18+00:00,Google,unknown
485,2012-03-21 22:24:26+00:00,Google,unknown
486,2012-03-21 22:50:02+00:00,Google,unknown
487,2012-03-21 23:17:50+00:00,Google,unknown
488,2012-03-21 23:30:09+00:00,Google,unknown
489,2012-03-21 23:50:37+00:00,Google,unknown
490,2012-03-22 00:08:50+00:00,Google,unknown
491,2012-03-22 00:37:07+00:00,Google,unknown
492,2012-03-22 01:14:52+00:00,Google,unknown
493,2012-03-22 01:18:08+00:00,Google,unknown
494,2012-03-22 01:31:51+00:00,Google,unknown
495,2012-03-22 01:39:32+00:00,Google,unknown
496,2012-03-22 01:54:22+00:00,Google,unknown
497,2012-03-22 02:01:05+00:00,Google,unknown
498,2012-03-22 02:15:43+00:00,Google,unknown
499,2012-03-22 02:16:18+00:00,Google,unknown
500,2012-03-22 02:57:12+00:00,Google,unknown
501,2012-03-22 04:19:47+00:00,Google,unknown
502,2012-03-22 04:31:34+00:00,Google,unknown
503,2012-03-22 04:57:32+00:00,Google,unknown
504,2012-03-22 05:04:28+00:00,Google,unknown
505,2012-03-22 05:36:22+00:00,Google,unknown
506,2012-03-22 05:38:43+00:00,Google,unknown
507,2012-03-22 06:02:32+00:00,Google,unknown
508,2012-03-22 06:19:13+00:00,Google,unknown
509,2012-03-22 06:27:59+00:00,Google,unknown
510,2012-03-22 06:51:18+00:00,Google,unknown
511,2012-03-22 07:14:05+00:00,Google,unknown
512,2012-03-22 07:17:59+00:00,Google,unknown
513,2012-03-22 07:18:42+00:00,Google,unknown
514,2012-03-22 07:25:26+00:00,Google,unknown
515,2012-03-22 07:32:44+00:00,Google,unknown
516,2012-03-22 07:41:41+00:00,Google,unknown
517,2012-03-22 07:53:22+00:00,Google,unknown
518,2012-03-22 08:00:12+00:00,Google,unknown
519,2012-03-22 08:05:45+00:00,Google,unknown
520,2012-03-22 08:25:04+00:00,Google,unknown
521,2012-03-22 08:36:41+00:00,Google,unknown
522,2012-03-22 08:46:20+00:00,Google,unknown
523,2012-03-22 08:46:24+00:00,Google,unknown
524,2012-03-22 08:52:42+00:00,Google,unknown
525,2012-03-22 08:52:58+00:00,Google,unknown
526,2012-03-22 08:59:32+00:00,Google,unknown
527,2012-03-22 09:03:28+00:00,Google,unknown
528,2012-03-22 09:08:14+00:00,Google,unknown
529,2012-03-22 09:20:56+00:00,Google,unknown
530,2012-03-22 09:31:02+00:00,Google,unknown
531,2012-03-22 09:31:46+00:00,Google,unknown
532,2012-03-22 09:34:17+00:00,Google,unknown
533,2012-03-22 09:39:36+00:00,Google,unknown
534,2012-03-22 09:43:21+00:00,Google,unknown
535,2012-03-22 09:46:50+00:00,Google,unknown
536,2012-03-22 09:47:19+00:00,Google,unknown
