order_id,customer_id,order_ts,gross_revenue,discount,cogs,status
31,1021,2012-03-26 10:25:44+00:00,49.99,0.0,19.49,completed
32,1055,2012-03-26 14:13:56+00:00,49.99,0.0,19.49,completed
33,1077,2012-03-26 16:00:19+00:00,49.99,0.0,19.49,completed
34,1090,2012-03-26 17:55:25+00:00,49.99,0.0,19.49,completed
35,1094,2012-03-26 18:06:39+00:00,49.99,0.0,19.49,completed
36,1101,2012-03-26 18:54:41+00:00,49.99,0.0,19.49,completed
37,1103,2012-03-26 19:19:25+00:00,49.99,0.0,19.49,completed
38,1121,2012-03-26 21:13:07+00:00,49.99,0.0,19.49,completed
39,1238,2012-03-27 15:18:43+00:00,49.99,0.0,19.49,completed
40,1251,2012-03-27 16:53:30+00:00,49.99,0.0,19.49,completed
41,1325,2012-03-28 08:30:06+00:00,49.99,0.0,19.49,completed
42,1337,2012-03-28 09:56:58+00:00,49.99,0.0,19.49,completed
43,1412,2012-03-28 16:55:52+00:00,49.99,0.0,19.49,completed
44,1447,2012-03-28 21:24:10+00:00,49.99,0.0,19.49,completed
45,1456,2012-03-28 22:45:52+00:00,49.99,0.0,19.49,completed
46,1574,2012-03-29 16:11:05+00:00,49.99,0.0,19.49,completed
47,1598,2012-03-29 17:49:07+00:00,49.99,0.0,19.49,completed
48,1635,2012-03-29 23:09:30+00:00,49.99,0.0,19.49,completed
49,1638,2012-03-30 00:25:18+00:00,49.99,0.0,19.49,completed
50,1646,2012-03-30 02:27:35+00:00,49.99,0.0,19.49,completed
51,1677,2012-03-30 10:06:25+00:00,49.99,0.0,19.49,completed
52,1683,2012-03-30 10:24:06+00:00,49.99,0.0,19.49,completed
53,1701,2012-03-30 12:47:30+00:00,49.99,0.0,19.49,completed
54,1718,2012-03-30 14:26:49+00:00,49.99,0.0,19.49,completed
55,1721,2012-03-30 14:39:09+00:00,49.99,0.0,19.49,completed
56,1782,2012-03-31 00:22:18+00:00,49.99,0.0,19.49,completed
57,1794,2012-03-31 02:32:43+00:00,49.99,0.0,19.49,refunded
58,1799,2012-03-31 06:40:10+00:00,49.99,0.0,19.49,completed
59,1815,2012-03-31 10:25:39+00:00,49.99,0.0,19.49,completed
60,1855,2012-03-31 19:24:33+00:00,49.99,0.0,19.49,completed
61,1882,2012-04-01 06:45:11+00:00,49.99,0.0,19.49,completed
62,1902,2012-04-01 12:38:27+00:00,49.99,0.0,19.49,completed
63,1929,2012-04-01 17:33:26+00:00,49.99,0.0,19.49,completed
64,1934,2012-04-01 18:26:19+00:00,49.99,0.0,19.49,completed
65,2025,2012-04-02 11:07:48+00:00,49.99,0.0,19.49,completed
66,2076,2012-04-02 16:32:15+00:00,49.99,0.0,19.49,completed
67,2089,2012-04-02 17:17:42+00:00,49.99,0.0,19.49,completed
68,2102,2012-04-02 18:36:27+00:00,49.99,0.0,19.49,completed
69,2196,2012-04-03 10:29:20+00:00,49.99,0.0,19.49,completed
70,2217,2012-04-03 11:53:36+00:00,49.99,0.0,19.49,completed
71,2247,2012-04-03 15:03:48+00:00,49.99,0.0,19.49,refunded
72,2276,2012-04-03 16:31:50+00:00,49.99,0.0,19.49,completed
73,1752,2012-04-03 16:36:02+00:00,49.99,0.0,19.49,completed
74,2309,2012-04-03 19:09:43+00:00,49.99,0.0,19.49,refunded
75,2376,2012-04-04 07:47:38+00:00,49.99,0.0,19.49,completed
76,2405,2012-04-04 11:13:55+00:00,49.99,0.0,19.49,completed
77,2414,2012-04-04 11:34:52+00:00,49.99,0.0,19.49,completed
78,2495,2012-04-04 18:21:44+00:00,49.99,0.0,19.49,completed
79,2503,2012-04-04 19:00:06+00:00,49.99,0.0,19.49,completed
80,383,2012-04-05 10:34:00+00:00,49.99,0.0,19.49,completed
81,2644,2012-04-05 13:15:34+00:00,49.99,0.0,19.49,completed
82,2746,2012-04-05 20:11:27+00:00,49.99,0.0,19.49,completed
83,2786,2012-04-06 04:04:23+00:00,49.99,0.0,19.49,completed
84,2854,2012-04-06 12:16:39+00:00,49.99,0.0,19.49,completed
85,2916,2012-04-06 17:13:09+00:00,49.99,0.0,19.49,completed
86,2956,2012-04-06 22:48:48+00:00,49.99,0.0,19.49,completed
87,2972,2012-04-07 04:47:20+00:00,49.99,0.0,19.49,completed
88,3012,2012-04-07 16:15:03+00:00,49.99,0.0,19.49,completed
89,3016,2012-04-07 16:55:38+00:00,49.99,0.0,19.49,completed
90,3048,2012-04-08 02:25:16+00:00,49.99,0.0,19.49,completed
91,3053,2012-04-08 05:52:53+00:00,49.99,0.0,19.49,completed
92,3107,2012-04-08 20:50:48+00:00,49.99,0.0,19.49,completed
93,3109,2012-04-08 21:10:18+00:00,49.99,0.0,19.49,completed
94,3116,2012-04-08 22:33:08+00:00,49.99,0.0,19.49,completed
95,3158,2012-04-09 09:49:50+00:00,49.99,0.0,19.49,completed
96,3157,2012-04-09 09:50:14+00:00,49.99,0.0,19.49,completed
97,3177,2012-04-09 11:25:30+00:00,49.99,0.0,19.49,completed
98,3215,2012-04-09 15:01:23+00:00,49.99,0.0,19.49,completed
99,3263,2012-04-09 19:48:47+00:00,49.99,0.0,19.49,completed
100,3267,2012-04-09 20:28:57+00:00,49.99,0.0,19.49,completed
101,3285,2012-04-09 22:56:37+00:00,49.99,0.0,19.49,completed
102,3289,2012-04-09 23:25:30+00:00,49.99,0.0,19.49,completed
103,3386,2012-04-10 14:21:17+00:00,49.99,0.0,19.49,completed
104,3411,2012-04-10 16:40:18+00:00,49.99,0.0,19.49,completed
105,3460,2012-04-10 22:27:09+00:00,49.99,0.0,19.49,completed
106,3565,2012-04-11 14:13:17+00:00,49.99,0.0,19.49,completed
107,3579,2012-04-11 15:22:47+00:00,49.99,0.0,19.49,completed
108,3602,2012-04-11 16:38:56+00:00,49.99,0.0,19.49,completed
109,3642,2012-04-11 20:19:28+00:00,49.99,0.0,19.49,completed
110,3648,2012-04-11 21:59:27+00:00,49.99,0.0,19.49,completed
111,3703,2012-04-12 10:03:06+00:00,49.99,0.0,19.49,completed
112,3722,2012-04-12 10:51:25+00:00,49.99,0.0,19.49,completed
113,811,2012-04-12 13:30:14+00:00,49.99,0.0,19.49,completed
114,3761,2012-04-12 15:50:47+00:00,49.99,0.0,19.49,completed
115,3824,2012-04-13 02:13:16+00:00,49.99,0.0,19.49,completed
116,3895,2012-04-13 14:53:49+00:00,49.99,0.0,19.49,refunded
117,4047,2012-04-14 23:26:48+00:00,49.99,0.0,19.49,completed
118,4065,2012-04-15 09:00:37+00:00,49.99,0.0,19.49,refunded
119,4076,2012-04-15 13:20:39+00:00,49.99,0.0,19.49,completed
120,4082,2012-04-15 15:10:58+00:00,49.99,0.0,19.49,completed
121,4086,2012-04-15 16:36:31+00:00,49.99,0.0,19.49,completed
122,3313,2012-04-16 13:22:52+00:00,49.99,0.0,19.49,completed
123,4174,2012-04-16 14:54:24+00:00,49.99,0.0,19.49,completed
124,4177,2012-04-16 15:03:23+00:00,49.99,0.0,19.49,completed
125,4191,2012-04-16 17:59:57+00:00,49.99,0.0,19.49,completed
126,167,2012-04-16 19:33:33+00:00,49.99,0.0,19.49,completed
127,455,2012-04-17 19:20:42+00:00,49.99,0.0,19.49,completed
128,4346,2012-04-18 10:28:38+00:00,49.99,0.0,19.49,completed
129,4362,2012-04-18 12:10:33+00:00,49.99,0.0,19.49,completed
130,755,2012-04-18 18:51:07+00:00,49.99,0.0,19.49,completed
131,4423,2012-04-18 19:59:44+00:00,49.99,0.0,19.49,completed
132,59,2012-04-19 07:42:08+00:00,49.99,0.0,19.49,completed
133,4474,2012-04-19 13:21:03+00:00,49.99,0.0,19.49,completed
134,4480,2012-04-19 14:19:40+00:00,49.99,0.0,19.49,completed
135,4481,2012-04-19 14:20:15+00:00,49.99,0.0,19.49,completed
136,4519,2012-04-19 19:02:48+00:00,49.99,0.0,19.49,completed
137,4533,2012-04-19 21:50:45+00:00,49.99,0.0,19.49,completed
138,4590,2012-04-20 14:02:15+00:00,49.99,0.0,19.49,completed
139,4674,2012-04-21 17:39:59+00:00,49.99,0.0,19.49,completed
140,4704,2012-04-22 11:01:02+00:00,49.99,0.0,19.49,completed
141,4718,2012-04-22 16:58:22+00:00,49.99,0.0,19.49,completed
142,4728,2012-04-22 21:22:31+00:00,49.99,0.0,19.49,completed
143,4774,2012-04-23 11:07:52+00:00,49.99,0.0,19.49,completed
144,4777,2012-04-23 11:27:53+00:00,49.99,0.0,19.49,completed
145,4785,2012-04-23 12:31:17+00:00,49.99,0.0,19.49,completed
146,2368,2012-04-23 17:12:15+00:00,49.99,0.0,19.49,completed
147,4832,2012-04-23 20:59:07+00:00,49.99,0.0,19.49,refunded
148,4840,2012-04-23 22:39:58+00:00,49.99,0.0,19.49,completed
149,3291,2012-04-23 22:57:17+00:00,49.99,0.0,19.49,completed
150,4933,2012-04-24 19:22:17+00:00,49.99,0.0,19.49,completed
151,210,2012-04-24 23:13:26+00:00,49.99,0.0,19.49,completed
152,13,2012-04-25 21:05:32+00:00,49.99,0.0,19.49,completed
153,5116,2012-04-26 15:35:59+00:00,49.99,0.0,19.49,completed
154,5134,2012-04-26 17:43:19+00:00,49.99,0.0,19.49,completed
155,5154,2012-04-26 22:22:55+00:00,49.99,0.0,19.49,completed
156,5158,2012-04-27 01:22:32+00:00,49.99,0.0,19.49,completed
157,5243,2012-04-27 19:42:18+00:00,49.99,0.0,19.49,completed
158,5312,2012-04-29 16:58:56+00:00,49.99,0.0,19.49,completed
159,5387,2012-04-30 12:14:59+00:00,49.99,0.0,19.49,completed
160,5461,2012-05-01 03:50:09+00:00,49.99,0.0,19.49,completed
161,5488,2012-05-01 10:34:08+00:00,49.99,0.0,19.49,completed
162,876,2012-05-01 11:20:19+00:00,49.99,0.0,19.49,completed
163,4038,2012-05-01 12:10:41+00:00,49.99,0.0,19.49,completed
164,5539,2012-05-01 16:25:31+00:00,49.99,0.0,19.49,completed
165,5640,2012-05-02 11:50:21+00:00,49.99,0.0,19.49,completed
166,5649,2012-05-02 12:56:44+00:00,49.99,0.0,19.49,completed
167,5688,2012-05-02 17:15:10+00:00,49.99,0.0,19.49,completed
168,5691,2012-05-02 17:24:00+00:00,49.99,0.0,19.49,completed
169,3057,2012-05-03 09:03:53+00:00,49.99,0.0,19.49,completed
170,2617,2012-05-03 09:40:22+00:00,49.99,0.0,19.49,completed
171,5788,2012-05-03 15:19:38+00:00,49.99,0.0,19.49,completed
172,5797,2012-05-03 16:24:32+00:00,49.99,0.0,19.49,completed
173,5824,2012-05-03 23:52:58+00:00,49.99,0.0,19.49,completed
174,5840,2012-05-04 05:22:36+00:00,49.99,0.0,19.49,completed
175,5858,2012-05-04 10:24:35+00:00,49.99,0.0,19.49,completed
176,5918,2012-05-04 16:56:05+00:00,49.99,0.0,19.49,completed
177,6237,2012-05-08 15:59:05+00:00,49.99,0.0,19.49,completed
178,6242,2012-05-08 16:18:21+00:00,49.99,0.0,19.49,completed
179,6288,2012-05-09 01:00:09+00:00,49.99,0.0,19.49,refunded
180,6291,2012-05-09 01:40:07+00:00,49.99,0.0,19.49,completed
181,6313,2012-05-09 09:04:41+00:00,49.99,0.0,19.49,completed
182,6322,2012-05-09 10:16:50+00:00,49.99,0.0,19.49,completed
183,6352,2012-05-09 13:36:25+00:00,49.99,0.0,19.49,completed
184,2020,2012-05-09 14:59:36+00:00,49.99,0.0,19.49,completed
185,6374,2012-05-09 17:01:21+00:00,49.99,0.0,19.49,completed
186,6381,2012-05-09 17:41:14+00:00,49.99,0.0,19.49,refunded
187,6433,2012-05-10 09:54:16+00:00,49.99,0.0,19.49,completed
188,6500,2012-05-10 18:45:17+00:00,49.99,0.0,19.49,completed
189,6515,2012-05-10 21:29:58+00:00,49.99,0.0,19.49,completed
190,6565,2012-05-11 11:10:14+00:00,49.99,0.0,19.49,completed
191,5115,2012-05-11 15:06:01+00:00,49.99,0.0,19.49,refunded
192,6648,2012-05-11 21:20:08+00:00,49.99,0.0,19.49,completed
193,6711,2012-05-12 20:44:15+00:00,49.99,0.0,19.49,completed
194,6732,2012-05-13 08:21:23+00:00,49.99,0.0,19.49,completed
195,6747,2012-05-13 15:56:25+00:00,49.99,0.0,19.49,completed
196,6754,2012-05-13 17:04:33+00:00,49.99,0.0,19.49,completed
197,3659,2012-05-14 18:33:40+00:00,49.99,0.0,19.49,completed
198,6841,2012-05-14 18:51:18+00:00,49.99,0.0,19.49,completed
199,6869,2012-05-15 03:20:44+00:00,49.99,0.0,19.49,refunded
200,3123,2012-05-15 05:20:02+00:00,49.99,0.0,19.49,completed
201,6872,2012-05-15 05:28:05+00:00,49.99,0.0,19.49,completed
202,6880,2012-05-15 08:13:34+00:00,49.99,0.0,19.49,completed
203,6882,2012-05-15 08:56:05+00:00,49.99,0.0,19.49,completed
204,6929,2012-05-15 15:06:45+00:00,49.99,0.0,19.49,completed
205,872,2012-05-15 15:29:52+00:00,49.99,0.0,19.49,completed
206,6948,2012-05-15 17:26:16+00:00,49.99,0.0,19.49,completed
207,6994,2012-05-16 05:07:43+00:00,49.99,0.0,19.49,completed
208,6995,2012-05-16 05:33:50+00:00,49.99,0.0,19.49,completed
209,7097,2012-05-17 00:34:13+00:00,49.99,0.0,19.49,completed
210,7176,2012-05-17 16:23:20+00:00,49.99,0.0,19.49,completed
211,7195,2012-05-17 19:33:38+00:00,49.99,0.0,19.49,completed
212,4607,2012-05-18 10:29:28+00:00,49.99,0.0,19.49,completed
213,7248,2012-05-18 11:38:07+00:00,49.99,0.0,19.49,completed
214,3264,2012-05-18 13:43:00+00:00,49.99,0.0,19.49,completed
215,7260,2012-05-18 14:24:34+00:00,49.99,0.0,19.49,completed
216,7314,2012-05-19 03:45:52+00:00,49.99,0.0,19.49,completed
217,7355,2012-05-20 00:54:14+00:00,49.99,0.0,19.49,completed
218,7379,2012-05-20 09:53:49+00:00,49.99,0.0,19.49,completed
219,7425,2012-05-20 22:54:22+00:00,49.99,0.0,19.49,completed
220,7430,2012-05-20 23:15:35+00:00,49.99,0.0,19.49,completed
221,7432,2012-05-20 23:36:57+00:00,49.99,0.0,19.49,completed
222,7455,2012-05-21 05:26:35+00:00,49.99,0.0,19.49,completed
223,7498,2012-05-21 11:52:18+00:00,49.99,0.0,19.49,completed
224,7533,2012-05-21 16:48:12+00:00,49.99,0.0,19.49,completed
225,7569,2012-05-21 22:15:20+00:00,49.99,0.0,19.49,completed
226,7594,2012-05-22 05:15:47+00:00,49.99,0.0,19.49,completed
227,7599,2012-05-22 06:15:19+00:00,49.99,0.0,19.49,completed
228,4430,2012-05-22 11:40:48+00:00,49.99,0.0,19.49,completed
229,7630,2012-05-22 13:00:49+00:00,49.99,0.0,19.49,completed
230,1997,2012-05-22 16:53:01+00:00,49.99,0.0,19.49,completed
231,7735,2012-05-23 03:29:12+00:00,49.99,0.0,19.49,completed
232,4098,2012-05-23 22:13:43+00:00,49.99,0.0,19.49,completed
233,7867,2012-05-23 23:24:06+00:00,49.99,0.0,19.49,completed
234,8016,2012-05-24 19:34:52+00:00,49.99,0.0,19.49,completed
235,8026,2012-05-24 20:47:20+00:00,49.99,0.0,19.49,completed
236,8053,2012-05-25 04:56:43+00:00,49.99,0.0,19.49,completed
237,8054,2012-05-25 05:03:31+00:00,49.99,0.0,19.49,completed
238,8090,2012-05-25 11:32:25+00:00,49.99,0.0,19.49,completed
239,8114,2012-05-25 14:34:54+00:00,49.99,0.0,19.49,completed
240,8116,2012-05-25 14:47:19+00:00,49.99,0.0,19.49,completed
241,8136,2012-05-25 16:22:45+00:00,49.99,0.0,19.49,completed
242,8202,2012-05-26 13:48:44+00:00,49.99,0.0,19.49,completed
243,8203,2012-05-26 14:12:31+00:00,49.99,0.0,19.49,completed
244,8216,2012-05-26 17:15:58+00:00,49.99,0.0,19.49,completed
245,8250,2012-05-27 09:35:20+00:00,49.99,0.0,19.49,completed
246,8289,2012-05-27 23:20:09+00:00,49.99,0.0,19.49,completed
247,8299,2012-05-28 01:00:08+00:00,49.99,0.0,19.49,completed
248,8314,2012-05-28 06:32:53+00:00,49.99,0.0,19.49,completed
249,8353,2012-05-28 15:16:53+00:00,49.99,0.0,19.49,completed
250,8409,2012-05-29 06:08:15+00:00,49.99,0.0,19.49,completed
251,8436,2012-05-29 10:25:35+00:00,49.99,0.0,19.49,completed
252,8438,2012-05-29 10:28:05+00:00,49.99,0.0,19.49,completed
253,8453,2012-05-29 11:52:28+00:00,49.99,0.0,19.49,completed
254,8484,2012-05-29 15:26:24+00:00,49.99,0.0,19.49,completed
255,8493,2012-05-29 16:36:43+00:00,49.99,0.0,19.49,completed
256,8501,2012-05-29 17:05:01+00:00,49.99,0.0,19.49,completed
257,8548,2012-05-29 23:52:45+00:00,49.99,0.0,19.49,completed
258,8559,2012-05-30 03:09:09+00:00,49.99,0.0,19.49,completed
259,8567,2012-05-30 07:56:12+00:00,49.99,0.0,19.49,completed
260,8594,2012-05-30 12:03:14+00:00,49.99,0.0,19.49,completed
261,8676,2012-05-30 20:49:37+00:00,49.99,0.0,19.49,completed
262,8684,2012-05-30 23:02:24+00:00,49.99,0.0,19.49,completed
263,8701,2012-05-31 05:33:03+00:00,49.99,0.0,19.49,completed
264,8721,2012-05-31 09:04:38+00:00,49.99,0.0,19.49,completed
265,7771,2012-05-31 11:07:52+00:00,49.99,0.0,19.49,completed
266,8792,2012-05-31 16:48:56+00:00,49.99,0.0,19.49,completed
267,8836,2012-05-31 23:09:54+00:00,49.99,0.0,19.49,completed
268,8855,2012-06-01 06:22:07+00:00,49.99,0.0,19.49,completed
269,8898,2012-06-01 12:48:56+00:00,49.99,0.0,19.49,completed
270,8899,2012-06-01 12:57:29+00:00,49.99,0.0,19.49,completed
271,8911,2012-06-01 14:22:14+00:00,49.99,0.0,19.49,refunded
272,8941,2012-06-01 18:27:57+00:00,49.99,0.0,19.49,completed
273,8948,2012-06-01 20:13:43+00:00,49.99,0.0,19.49,completed
274,8992,2012-06-02 13:04:20+00:00,49.99,0.0,19.49,completed
275,9022,2012-06-02 23:36:33+00:00,49.99,0.0,19.49,completed
276,9033,2012-06-03 07:08:32+00:00,49.99,0.0,19.49,completed
277,9038,2012-06-03 10:20:20+00:00,49.99,0.0,19.49,completed
278,4154,2012-06-03 17:07:33+00:00,49.99,0.0,19.49,completed
279,9057,2012-06-03 18:13:27+00:00,49.99,0.0,19.49,completed
280,9082,2012-06-04 01:52:42+00:00,49.99,0.0,19.49,completed
281,9182,2012-06-04 18:54:32+00:00,49.99,0.0,19.49,completed
282,9209,2012-06-05 00:05:08+00:00,49.99,0.0,19.49,completed
283,9213,2012-06-05 00:43:45+00:00,49.99,0.0,19.49,completed
284,9222,2012-06-05 03:25:52+00:00,49.99,0.0,19.49,completed
285,9259,2012-06-05 11:58:32+00:00,49.99,0.0,19.49,completed
286,9284,2012-06-05 14:05:13+00:00,49.99,0.0,19.49,completed
287,9342,2012-06-06 01:28:55+00:00,49.99,0.0,19.49,completed
288,9357,2012-06-06 08:14:09+00:00,49.99,0.0,19.49,completed
289,9364,2012-06-06 09:43:17+00:00,49.99,0.0,19.49,completed
290,9374,2012-06-06 10:54:47+00:00,49.99,0.0,19.49,refunded
291,9406,2012-06-06 13:05:33+00:00,49.99,0.0,19.49,completed
292,9433,2012-06-06 16:36:33+00:00,49.99,0.0,19.49,completed
293,9446,2012-06-06 17:40:07+00:00,49.99,0.0,19.49,completed
294,9454,2012-06-06 18:13:18+00:00,49.99,0.0,19.49,completed
295,9509,2012-06-07 06:41:57+00:00,49.99,0.0,19.49,completed
296,9525,2012-06-07 09:31:47+00:00,49.99,0.0,19.49,completed
297,9553,2012-06-07 11:52:01+00:00,49.99,0.0,19.49,completed
298,9567,2012-06-07 12:51:42+00:00,49.99,0.0,19.49,completed
299,9576,2012-06-07 13:34:27+00:00,49.99,0.0,19.49,completed
300,9640,2012-06-07 20:46:55+00:00,49.99,0.0,19.49,completed
301,9658,2012-06-08 00:03:33+00:00,49.99,0.0,19.49,completed
302,6616,2012-06-08 01:47:40+00:00,49.99,0.0,19.49,completed
303,9669,2012-06-08 06:25:01+00:00,49.99,0.0,19.49,completed
304,9681,2012-06-08 09:11:42+00:00,49.99,0.0,19.49,completed
305,9689,2012-06-08 10:07:24+00:00,49.99,0.0,19.49,completed
306,9721,2012-06-08 13:58:12+00:00,49.99,0.0,19.49,completed
307,9788,2012-06-09 03:07:43+00:00,49.99,0.0,19.49,completed
308,9816,2012-06-09 14:35:34+00:00,49.99,0.0,19.49,completed
309,9836,2012-06-09 23:54:32+00:00,49.99,0.0,19.49,completed
310,9881,2012-06-10 18:55:21+00:00,49.99,0.0,19.49,completed
311,9882,2012-06-10 19:48:05+00:00,49.99,0.0,19.49,completed
312,3428,2012-06-10 21:39:55+00:00,49.99,0.0,19.49,completed
313,9933,2012-06-11 09:36:20+00:00,49.99,0.0,19.49,completed
314,7271,2012-06-11 10:54:00+00:00,49.99,0.0,19.49,completed
315,9955,2012-06-11 11:01:26+00:00,49.99,0.0,19.49,completed
316,9959,2012-06-11 11:47:49+00:00,49.99,0.0,19.49,completed
317,3561,2012-06-11 18:56:38+00:00,49.99,0.0,19.49,completed
318,10065,2012-06-12 02:14:58+00:00,49.99,0.0,19.49,completed
319,10067,2012-06-12 04:20:51+00:00,49.99,0.0,19.49,completed
320,10094,2012-06-12 11:24:59+00:00,49.99,0.0,19.49,completed
321,10124,2012-06-12 14:26:12+00:00,49.99,0.0,19.49,completed
322,10172,2012-06-12 19:17:57+00:00,49.99,0.0,19.49,completed
323,10216,2012-06-13 06:04:27+00:00,49.99,0.0,19.49,completed
324,10246,2012-06-13 10:37:39+00:00,49.99,0.0,19.49,completed
325,10250,2012-06-13 10:58:10+00:00,49.99,0.0,19.49,completed
326,10254,2012-06-13 11:16:36+00:00,49.99,0.0,19.49,completed
327,10253,2012-06-13 11:20:33+00:00,49.99,0.0,19.49,completed
328,10264,2012-06-13 11:50:45+00:00,49.99,0.0,19.49,completed
329,10272,2012-06-13 12:29:01+00:00,49.99,0.0,19.49,completed
330,8333,2012-06-13 14:02:27+00:00,49.99,0.0,19.49,completed
331,10306,2012-06-13 15:21:05+00:00,49.99,0.0,19.49,completed
332,7350,2012-06-13 17:09:12+00:00,49.99,0.0,19.49,completed
333,10459,2012-06-14 14:26:25+00:00,49.99,0.0,19.49,completed
334,3736,2012-06-15 13:58:14+00:00,49.99,0.0,19.49,completed
335,10668,2012-06-15 23:13:12+00:00,49.99,0.0,19.49,refunded
336,10671,2012-06-16 00:01:59+00:00,49.99,0.0,19.49,completed
337,10678,2012-06-16 03:33:59+00:00,49.99,0.0,19.49,completed
338,10699,2012-06-16 12:01:25+00:00,49.99,0.0,19.49,completed
339,10775,2012-06-17 15:38:35+00:00,49.99,0.0,19.49,completed
340,10791,2012-06-17 19:48:58+00:00,49.99,0.0,19.49,completed
341,10799,2012-06-17 22:07:17+00:00,49.99,0.0,19.49,completed
342,10800,2012-06-17 22:28:00+00:00,49.99,0.0,19.49,completed
343,10812,2012-06-18 00:56:42+00:00,49.99,0.0,19.49,completed
344,10876,2012-06-18 13:34:15+00:00,49.99,0.0,19.49,completed
345,10878,2012-06-18 14:05:16+00:00,49.99,0.0,19.49,completed
346,10889,2012-06-18 15:11:43+00:00,49.99,0.0,19.49,completed
347,10913,2012-06-18 18:59:55+00:00,49.99,0.0,19.49,completed
348,10924,2012-06-18 21:48:03+00:00,49.99,0.0,19.49,completed
349,10931,2012-06-18 22:57:16+00:00,49.99,0.0,19.49,completed
350,10975,2012-06-19 11:32:52+00:00,49.99,0.0,19.49,completed
351,10984,2012-06-19 12:18:16+00:00,49.99,0.0,19.49,completed
352,10998,2012-06-19 13:30:33+00:00,49.99,0.0,19.49,completed
353,11003,2012-06-19 13:52:26+00:00,49.99,0.0,19.49,completed
354,10235,2012-06-19 16:48:25+00:00,49.99,0.0,19.49,completed
355,11071,2012-06-19 20:11:05+00:00,49.99,0.0,19.49,completed
356,11148,2012-06-20 11:33:35+00:00,49.99,0.0,19.49,completed
357,11176,2012-06-20 13:50:01+00:00,49.99,0.0,19.49,refunded
358,11187,2012-06-20 14:47:06+00:00,49.99,0.0,19.49,completed
359,11200,2012-06-20 16:00:38+00:00,49.99,0.0,19.49,completed
360,11211,2012-06-20 17:08:38+00:00,49.99,0.0,19.49,completed
361,11249,2012-06-20 22:54:44+00:00,49.99,0.0,19.49,completed
362,11268,2012-06-21 04:58:24+00:00,49.99,0.0,19.49,completed
363,11285,2012-06-21 08:15:41+00:00,49.99,0.0,19.49,completed
364,11304,2012-06-21 11:10:30+00:00,49.99,0.0,19.49,completed
365,11352,2012-06-21 16:25:33+00:00,49.99,0.0,19.49,completed
366,11376,2012-06-21 19:59:44+00:00,49.99,0.0,19.49,completed
367,2108,2012-06-22 08:41:18+00:00,49.99,0.0,19.49,completed
368,11443,2012-06-22 11:36:44+00:00,49.99,0.0,19.49,refunded
369,11481,2012-06-22 14:33:43+00:00,49.99,0.0,19.49,completed
370,9542,2012-06-22 18:49:05+00:00,49.99,0.0,19.49,completed
371,11522,2012-06-22 19:33:16+00:00,49.99,0.0,19.49,completed
372,8237,2012-06-23 12:06:08+00:00,49.99,0.0,19.49,completed
373,11583,2012-06-23 13:40:12+00:00,49.99,0.0,19.49,completed
374,11597,2012-06-23 16:36:18+00:00,49.99,0.0,19.49,completed
375,11611,2012-06-23 22:43:23+00:00,49.99,0.0,19.49,completed
376,11660,2012-06-24 22:23:27+00:00,49.99,0.0,19.49,completed
377,11661,2012-06-24 22:31:20+00:00,49.99,0.0,19.49,completed
